Wavelength (micron), Reflectance
8.8900000e-001,6.4838284e-001
8.8999999e-001,6.4849645e-001
8.9099997e-001,6.4859748e-001
8.9200002e-001,6.4868230e-001
8.9300001e-001,6.4875019e-001
8.9399999e-001,6.4880133e-001
8.9499998e-001,6.4883757e-001
8.9600003e-001,6.4886838e-001
8.9700001e-001,6.4890480e-001
8.9800000e-001,6.4895326e-001
8.9899999e-001,6.4900112e-001
8.9999998e-001,6.4903146e-001
9.0100002e-001,6.4903134e-001
9.0200001e-001,6.4901292e-001
9.0300000e-001,6.4899349e-001
9.0399998e-001,6.4898580e-001
9.0499997e-001,6.4898366e-001
9.0600002e-001,6.4897579e-001
9.0700001e-001,6.4895421e-001
9.0799999e-001,6.4892197e-001
9.0899998e-001,6.4888495e-001
9.1000003e-001,6.4884752e-001
9.1100001e-001,6.4880687e-001
9.1200000e-001,6.4875853e-001
9.1299999e-001,6.4869922e-001
9.1399997e-001,6.4863127e-001
9.1500002e-001,6.4855826e-001
9.1600001e-001,6.4848220e-001
9.1700000e-001,6.4839959e-001
9.1799998e-001,6.4830554e-001
9.1900003e-001,6.4819562e-001
9.2000002e-001,6.4806813e-001
9.2100000e-001,6.4792216e-001
9.2199999e-001,6.4775455e-001
9.2299998e-001,6.4755344e-001
9.2400002e-001,6.4730531e-001
9.2500001e-001,6.4700127e-001
9.2600000e-001,6.4665312e-001
9.2699999e-001,6.4627790e-001
9.2799997e-001,6.4588636e-001
9.2900002e-001,6.4546365e-001
9.3000001e-001,6.4498907e-001
9.3099999e-001,6.4444733e-001
9.3199998e-001,6.4384574e-001
9.3300003e-001,6.4319772e-001
9.3400002e-001,6.4251357e-001
9.3500000e-001,6.4179236e-001
9.3599999e-001,6.4103025e-001
9.3699998e-001,6.4022613e-001
9.3800002e-001,6.3939053e-001
9.3900001e-001,6.3853639e-001
9.4000000e-001,6.3767099e-001
9.4099998e-001,6.3677800e-001
9.4199997e-001,6.3583511e-001
9.4300002e-001,6.3482404e-001
9.4400001e-001,6.3374227e-001
9.4499999e-001,6.3259119e-001
9.4599998e-001,6.3137186e-001
9.4700003e-001,6.3008386e-001
9.4800001e-001,6.2872696e-001
9.4900000e-001,6.2729740e-001
9.4999999e-001,6.2577915e-001
9.5099998e-001,6.2415308e-001
9.5200002e-001,6.2239856e-001
9.5300001e-001,6.2049395e-001
9.5400000e-001,6.1841506e-001
9.5499998e-001,6.1615157e-001
9.5599997e-001,6.1374575e-001
9.5700002e-001,6.1125314e-001
9.5800000e-001,6.0872436e-001
9.5899999e-001,6.0618782e-001
9.5999998e-001,6.0366726e-001
9.6100003e-001,6.0119027e-001
9.6200001e-001,5.9880275e-001
9.6300000e-001,5.9655416e-001
9.6399999e-001,5.9448999e-001
9.6499997e-001,5.9263003e-001
9.6600002e-001,5.9098887e-001
9.6700001e-001,5.8956963e-001
9.6799999e-001,5.8832979e-001
9.6899998e-001,5.8721489e-001
9.7000003e-001,5.8618295e-001
9.7100002e-001,5.8524024e-001
9.7200000e-001,5.8440506e-001
9.7299999e-001,5.8368713e-001
9.7399998e-001,5.8306158e-001
9.7500002e-001,5.8249480e-001
9.7600001e-001,5.8195949e-001
9.7700000e-001,5.8145815e-001
9.7799999e-001,5.8099854e-001
9.7899997e-001,5.8059090e-001
9.8000002e-001,5.8025324e-001
9.8100001e-001,5.8000535e-001
9.8199999e-001,5.7986027e-001
9.8299998e-001,5.7980418e-001
9.8400003e-001,5.7981628e-001
9.8500001e-001,5.7988000e-001
9.8600000e-001,5.7999235e-001
9.8699999e-001,5.8015543e-001
9.8799998e-001,5.8037132e-001
9.8900002e-001,5.8064383e-001
9.9000001e-001,5.8097750e-001
9.9100000e-001,5.8137482e-001
9.9199998e-001,5.8183217e-001
9.9299997e-001,5.8234388e-001
9.9400002e-001,5.8290583e-001
9.9500000e-001,5.8351874e-001
9.9599999e-001,5.8418304e-001
9.9699998e-001,5.8489597e-001
9.9800003e-001,5.8563536e-001
9.9900001e-001,5.8637458e-001
