Wavelength (micron), Reflectance
8.8999999e-001, 2.0079336e-001
8.9099997e-001, 2.0103483e-001
8.9200002e-001, 2.0126919e-001
8.9300001e-001, 2.0145400e-001
8.9399999e-001, 2.0165633e-001
8.9499998e-001, 2.0188276e-001
8.9600003e-001, 2.0204890e-001
8.9700001e-001, 2.0222992e-001
8.9800000e-001, 2.0242546e-001
8.9899999e-001, 2.0262627e-001
8.9999998e-001, 2.0282657e-001
9.0100002e-001, 2.0305914e-001
9.0200001e-001, 2.0336075e-001
9.0300000e-001, 2.0364517e-001
9.0399998e-001, 2.0392302e-001
9.0499997e-001, 2.0419757e-001
9.0600002e-001, 2.0436455e-001
9.0700001e-001, 2.0451978e-001
9.0799999e-001, 2.0467992e-001
9.0899998e-001, 2.0490196e-001
9.1000003e-001, 2.0512117e-001
9.1100001e-001, 2.0533951e-001
9.1200000e-001, 2.0555282e-001
9.1299999e-001, 2.0577481e-001
9.1399997e-001, 2.0600532e-001
9.1500002e-001, 2.0624548e-001
9.1600001e-001, 2.0643386e-001
9.1700000e-001, 2.0665091e-001
9.1799998e-001, 2.0690288e-001
9.1900003e-001, 2.0717955e-001
9.2000002e-001, 2.0748037e-001
9.2100000e-001, 2.0778310e-001
9.2199999e-001, 2.0802471e-001
9.2299998e-001, 2.0823367e-001
9.2400002e-001, 2.0842896e-001
9.2500001e-001,-1.2300000e+034
9.2600000e-001,-1.2300000e+034
9.2699999e-001,-1.2300000e+034
9.2799997e-001,-1.2300000e+034
9.2900002e-001,-1.2300000e+034
9.3000001e-001,-1.2300000e+034
9.3099999e-001,-1.2300000e+034
9.3199998e-001,-1.2300000e+034
9.3300003e-001,-1.2300000e+034
9.3400002e-001,-1.2300000e+034
9.3500000e-001,-1.2300000e+034
9.3599999e-001,-1.2300000e+034
9.3699998e-001,-1.2300000e+034
9.3800002e-001,-1.2300000e+034
9.3900001e-001,-1.2300000e+034
9.4000000e-001,-1.2300000e+034
9.4099998e-001,-1.2300000e+034
9.4199997e-001, 2.0999615e-001
9.4300002e-001, 2.1009749e-001
9.4400001e-001, 2.1015128e-001
9.4499999e-001, 2.1027488e-001
9.4599998e-001, 2.1041836e-001
9.4700003e-001, 2.1056400e-001
9.4800001e-001, 2.1067894e-001
9.4900000e-001, 2.1076849e-001
9.4999999e-001, 2.1083903e-001
9.5099998e-001, 2.1088721e-001
9.5200002e-001, 2.1102343e-001
9.5300001e-001, 2.1115161e-001
9.5400000e-001, 2.1124552e-001
9.5499998e-001, 2.1107031e-001
9.5599997e-001, 2.1119095e-001
9.5700002e-001, 2.1138185e-001
9.5800000e-001, 2.1124095e-001
9.5899999e-001, 2.1140406e-001
9.5999998e-001, 2.1163957e-001
9.6100003e-001, 2.1183689e-001
9.6200001e-001, 2.1178246e-001
9.6300000e-001, 2.1184620e-001
9.6399999e-001, 2.1208557e-001
9.6499997e-001, 2.1224259e-001
9.6600002e-001, 2.1237050e-001
9.6700001e-001, 2.1250297e-001
9.6799999e-001, 2.1279241e-001
9.6899998e-001, 2.1306424e-001
9.7000003e-001, 2.1329905e-001
9.7100002e-001, 2.1345952e-001
9.7200000e-001, 2.1364383e-001
9.7299999e-001, 2.1378839e-001
9.7399998e-001, 2.1386667e-001
9.7500002e-001, 2.1402860e-001
9.7600001e-001, 2.1415377e-001
9.7700000e-001, 2.1424688e-001
9.7799999e-001, 2.1444285e-001
9.7899997e-001, 2.1471523e-001
9.8000002e-001, 2.1500115e-001
9.8100001e-001, 2.1514834e-001
9.8199999e-001, 2.1537863e-001
9.8299998e-001, 2.1561630e-001
9.8400003e-001, 2.1581225e-001
9.8500001e-001, 2.1604384e-001
9.8600000e-001, 2.1631463e-001
9.8699999e-001, 2.1662882e-001
9.8799998e-001, 2.1684122e-001
9.8900002e-001, 2.1713969e-001
9.9000001e-001, 2.1747047e-001
9.9100000e-001, 2.1756829e-001
9.9199998e-001, 2.1776836e-001
9.9299997e-001, 2.1803835e-001
9.9400002e-001, 2.1837537e-001
9.9500000e-001, 2.1859327e-001
9.9599999e-001, 2.1882974e-001
9.9699998e-001, 2.1906242e-001
9.9800003e-001, 2.1920870e-001
9.9900001e-001, 2.1941783e-001
1.0000000e+000, 2.1982563e-001
1.0010000e+000, 2.2026257e-001
1.0020000e+000, 2.2054970e-001
1.0030000e+000, 2.2071472e-001
1.0039999e+000, 2.2094132e-001
1.0050000e+000, 2.2135912e-001
1.0060000e+000, 2.2181176e-001
1.0070000e+000, 2.2215822e-001
1.0080000e+000, 2.2247012e-001
1.0089999e+000, 2.2279002e-001
1.0100000e+000, 2.2315086e-001
1.0110000e+000, 2.2349408e-001
1.0120000e+000, 2.2379082e-001
1.0130000e+000, 2.2410187e-001
1.0140001e+000, 2.2444579e-001
1.0150000e+000, 2.2479789e-001
1.0160000e+000, 2.2511600e-001
1.0170000e+000, 2.2539900e-001
1.0180000e+000, 2.2569400e-001
1.0190001e+000, 2.2602399e-001
1.0200000e+000, 2.2635984e-001
1.0210000e+000, 2.2667775e-001
1.0220000e+000, 2.2699058e-001
1.0230000e+000, 2.2731787e-001
1.0240000e+000, 2.2763759e-001
1.0250000e+000, 2.2793350e-001
1.0260000e+000, 2.2825511e-001
1.0270000e+000, 2.2860894e-001
1.0280000e+000, 2.2893076e-001
1.0290000e+000, 2.2921571e-001
1.0300000e+000, 2.2949342e-001
1.0310000e+000, 2.2980057e-001
1.0319999e+000, 2.3014182e-001
1.0330000e+000, 2.3047458e-001
1.0340000e+000, 2.3077822e-001
1.0350000e+000, 2.3106238e-001
1.0360000e+000, 2.3134576e-001
1.0369999e+000, 2.3163976e-001
1.0380000e+000, 2.3194005e-001
1.0390000e+000, 2.3223966e-001
1.0400000e+000, 2.3253269e-001
1.0410000e+000, 2.3281488e-001
1.0420001e+000, 2.3310368e-001
1.0430000e+000, 2.3341304e-001
1.0440000e+000, 2.3372702e-001
1.0450000e+000, 2.3401998e-001
1.0460000e+000, 2.3429073e-001
1.0470001e+000, 2.3456314e-001
1.0480000e+000, 2.3485735e-001
1.0490000e+000, 2.3516250e-001
1.0500000e+000, 2.3545411e-001
1.0510000e+000, 2.3574325e-001
1.0520000e+000, 2.3603725e-001
1.0530000e+000, 2.3631948e-001
1.0540000e+000, 2.3656967e-001
1.0549999e+000, 2.3680577e-001
1.0560000e+000, 2.3707402e-001
1.0570000e+000, 2.3737191e-001
1.0580000e+000, 2.3764923e-001
1.0590000e+000, 2.3790307e-001
1.0599999e+000, 2.3816177e-001
1.0610000e+000, 2.3842832e-001
1.0620000e+000, 2.3866780e-001
1.0630000e+000, 2.3889482e-001
1.0640000e+000, 2.3914732e-001
1.0650001e+000, 2.3940566e-001
1.0660000e+000, 2.3966189e-001
1.0670000e+000, 2.3993067e-001
1.0680000e+000, 2.4019326e-001
1.0690000e+000, 2.4044545e-001
1.0700001e+000, 2.4070176e-001
1.0710000e+000, 2.4095392e-001
1.0720000e+000, 2.4119900e-001
1.0730000e+000, 2.4145262e-001
1.0740000e+000, 2.4171391e-001
1.0750000e+000, 2.4195978e-001
1.0760000e+000, 2.4219041e-001
1.0770000e+000, 2.4242404e-001
1.0779999e+000, 2.4267063e-001
1.0790000e+000, 2.4290851e-001
1.0800000e+000, 2.4312609e-001
1.0810000e+000, 2.4335580e-001
1.0820000e+000, 2.4360983e-001
